Bt20_ID,BH_ID,Date,Way_Point
3875513,,"9/28/2006 4:42","S26 15.195 E27 56.612"
3879561,,"9/29/2006 3:34","S26 13.370 E27 55.326"
3888609,,"11/2/2006 7:09","S26 14.525 E27 57.634"
3909041,,"9/30/2006 2:38","S26 13.143 E27 53.477"
3947516,,"9/28/2006 4:56","S26 14.284 E27 56.195"
4000120,,"11/10/2006 5:06","S26 17.659 E27 53.891"
4001476,,"10/21/2006 4:46","S26 17.812 E27 54.704"
4044076,,"10/25/2006 6:51","S26 16.403 E27 49.177"
4115239,,"11/22/2006 3:29","S26 13.457 E27 55.916"
4124719,,"11/17/2006 6:48","S26 17.006 E27 49.264"
4185695,,"11/18/2006 0:33","S26 14.003 E27 56.682"
4221259,,"10/19/2006 8:57","S26 27.929 E27 52.081"
4251738,,"10/21/2006 2:21","S26 17.477 E27 54.919"
4253786,,"10/19/2006 8:50","S26 27.412 E27 51.974"
4267362,,"10/20/2006 7:03","S26 17.667 E27 53.941"
4268386,,"9/22/2006 8:46","S26 15.674 E27 52.840"
4335453,,"9/27/2006 6:17","S26 13.683 E27 56.274"
4356461,,"10/21/2006 2:25","S26 17.412 E27 54.905"
4393357,,"11/12/2006 1:56","S26 17.635 E27 53.976"
4470664,,"10/11/2006 9:28","S26 16.421 E27 48.492"
4486552,,"11/10/2006 4:51","S26 17.000 E27 54.429"
4600755,,"10/21/2006 5:56","S26 17.542 E27 53.964"
4621763,,"11/9/2006 3:33","S26 16.998 E27 49.329"
4660654,,"10/21/2006 3:15","S26 17.335 E27 53.447"
4666798,,"10/21/2006 4:13","S26 16.946 E27 53.946"
4682686,,"10/20/2006 6:26","S26 17.363 E27 53.657"
4736230,,"10/22/2006 3:19","S26 17.342 E27 53.699"
4744686,,"10/22/2006 1:41","S26 16.053 E27 49.982"
4784337,,"11/18/2006 3:16","S26 14.420 E28 00.070"
4789457,,"11/29/2006 2:42","S26 11.024 E27 56.320"
4882916,,"11/11/2006 2:59","S26 15.267 E28 01.757"
4945940,,"10/21/2006 5:03","S26 17.208 E27 53.728"
4947988,,"11/30/2006 5:17","S26 09.281 E27 51.235"
5004551,,"11/16/2006 6:07","S26 17.912 E27 53.920"
5052535,,"9/29/2006 3:23","S26 14.487 E27 57.235"
5058679,,"11/11/2006 0:27","S26 17.876 E27 54.017"
5078663,,"10/19/2006 7:01","S26 14.951 E27 50.576"
5222277,,"9/29/2006 4:12","S26 14.664 E27 55.570"
5249429,,"10/7/2006 2:26","S26 13.782 E27 55.549"
5346984,,"10/12/2006 1:36","S26 17.264 E27 51.141"
5371064,,"11/18/2006 1:55","S26 16.592 E27 59.310"
5376448,,"9/23/2006 3:30","S26 16.240 E27 54.052"
5396456,,"11/10/2006 3:38","S26 17.780 E27 55.199"
5456067,,"9/16/2006 5:41","S26 12.757 E27 53.443"
5476051,,"11/18/2006 4:53","S26 16.388 E27 48.374"
5507563,,"11/30/2006 5:58","S26 09.903 E27 49.042"
5740329,,"10/13/2006 8:59","S26 16.420 E27 50.167"
5769564,,"11/14/2006 6:19","S26 17.753 E27 55.242"
5777932,,"11/27/2006 4:51","S26 28.132 E27 50.966"
5820279,,"10/5/2006 8:31","S26 17.312 E27 51.866"
5835423,,"11/27/2006 5:53","S26 27.948 E27 50.537"
5836447,,"10/20/2006 8:07","S26 21.921 E27 54.126"
5885991,,"9/16/2006 6:02","S26 13.459 E27 54.249"
5935439,,"10/13/2006 7:24","S26 14.968 E27 55.621"
5971047,,"9/30/2006 3:51","S26 12.605 E27 53.900"
6051250,,"11/29/2006 6:34","S26 10.260 E27 55.993"
6052186,,"11/28/2006 4:03","S26 15.831 E27 56.648"
6056634,,"11/16/2006 5:34","S26 18.308 E27 54.686"
6090090,,"10/25/2006 6:34","S26 16.049 E27 50.078"
6090234,,"9/17/2006 6:45","S26 12.995 E27 53.827"
6107213,,"9/17/2006 7:18","S26 13.004 E27 53.406"
6111930,,"11/30/2006 6:06","S26 09.520 E27 49.692"
6126237,,"11/2/2006 6:02","S26 15.045 E27 56.927"
6146757,,"11/12/2006 1:40","S26 17.922 E27 54.684"
6197229,,"10/15/2006 4:39","S26 18.155 E27 52.956"
6223304,,"11/14/2006 6:54","S26 17.052 E27 53.742"
6228424,,"11/10/2006 5:48","S26 17.304 E27 53.974"
6238928,,"11/29/2006 3:06","S26 10.611 E27 56.211"
6244312,,"10/14/2006 3:56","S26 16.946 E27 54.011"
6398483,,"9/21/2006 4:17","S26 15.774 E27 56.465"
6403867,,"9/21/2006 7:51","S26 16.619 E27 51.510"
6612285,,"12/11/2006 2:59","S26 13.000 E27 58.163"
6616649,,"11/9/2006 7:38","S26 17.339 E27 53.370"
6638681,,"11/12/2006 4:47","S26 17.693 E27 53.769"
6701388,,"10/14/2006 6:02","S26 17.105 E27 53.792"
6777935,,"11/21/2006 5:41","S26 17.944 E27 54.831"
6793823,,"10/22/2006 3:10","S26 17.627 E27 52.711"
6795871,,"11/3/2006 5:51","S26 14.324 E27 56.994"
6820975,,"11/16/2006 5:19","S26 17.422 E27 54.726"
6826359,,"11/22/2006 3:34","S26 13.721 E27 56.162"
6836863,,"10/11/2006 9:31","S26 16.260 E27 48.464"
6870423,,"11/7/2006 5:45","S26 14.292 E27 55.515"
6884970,,"11/23/2006 2:23","S26 12.710 E27 52.303"
6890090,,"10/25/2006 5:56","S26 16.704 E27 48.207"
7459145,,"11/11/2006 2:06","S26 14.944 E28 00.107"
7460169,,"10/24/2006 7:31","S26 13.236 E27 55.109"
7491681,,"10/18/2006 8:44","S26 17.496 E27 53.766"
7501139,,"11/29/2006 2:02","S26 10.828 E27 55.550"
7513977,,"10/15/2006 5:39","S26 17.643 E27 54.587"
7515001,,"11/9/2006 6:41","S26 18.103 E27 52.991"
7555676,,"9/28/2006 7:57","S26 12.831 E27 54.580"
7562084,,"10/15/2006 2:01","S26 17.104 E27 53.794"
7565156,,"11/12/2006 4:37","S26 17.239 E27 54.072"
7570276,,"10/14/2006 6:12","S26 17.755 E27 53.504"
7571564,,"9/28/2006 6:08","S26 12.553 E27 53.310"
7586164,,"10/22/2006 3:51","S26 16.693 E27 53.107"
7591284,,"11/9/2006 5:10","S26 17.381 E27 54.000"
7596668,,"11/11/2006 1:21","S26 17.365 E27 57.141"
7605124,,"9/27/2006 7:00","S26 15.809 E27 53.932"
7607172,,"11/3/2006 6:44","S26 14.002 E27 56.682"
7609220,,"11/14/2006 4:41","S26 17.792 E27 55.274"
7619724,,"11/16/2006 4:28","S26 17.899 E27 54.712"
762,762,"11/28/2006 6:13","S26 16.707 E28 08.893"
7621772,,"10/15/2006 3:24","S26 17.551 E27 53.722"
7628180,,"11/15/2006 0:55","S26 15.788 E27 56.392"
7633300,,"10/14/2006 5:16","S26 16.948 E27 54.019"
7640732,,"11/12/2006 3:06","S26 16.937 E27 53.734"
7649188,,"11/21/2006 3:58","S26 15.553 E27 55.680"
7681671,,"9/28/2006 4:09","S26 14.978 E27 55.499"
7707799,,"11/17/2006 7:19","S26 17.774 E27 55.209"
7711895,,"9/28/2006 7:01","S26 12.374 E27 53.122"
7713183,,"10/14/2006 4:15","S26 17.390 E27 53.567"
7749815,,"12/11/2006 3:54","S26 11.538 E27 57.763"
7751863,,"11/7/2006 4:36","S26 15.767 E27 56.478"
789,789,"11/23/2006 7:25","S26 08.889 E28 00.806"
7940565,,"11/15/2006 4:08","S26 18.044 E27 55.388"
8012576,,"11/18/2006 3:01","S26 17.517 E27 56.959"
8014040,,"10/15/2006 5:50","S26 17.505 E27 53.995"
8061760,,"11/14/2006 7:24","S26 18.272 E27 53.456"
817,817,"12/8/2006 5:06","S26 00.399 E27 59.882"
8247390,,"12/1/2006 1:47","S26 09.520 E27 49.690"
826,826,"12/1/2006 5:58","S26 06.457 E27 56.099"
8287358,,"11/9/2006 8:04","S26 17.969 E27 53.747"
830,830,"12/9/2006 0:52","S26 15.799 E27 56.416"
8357497,,"9/23/2006 4:56","S26 16.377 E27 49.728"
8412065,,"10/15/2006 2:09","S26 17.104 E27 53.794"
8456076,,"10/14/2006 2:45","S26 17.849 E27 53.413"
8461460,,"10/14/2006 2:46","S26 17.853 E27 53.403"
847,847,"12/1/2006 5:50","S26 08.123 E27 55.213"
8479132,,"12/11/2006 4:34","S26 10.976 E27 58.308"
8515004,,"12/11/2006 2:08","S26 15.603 E27 56.158"
8525508,,"10/18/2006 7:33","S26 13.592 E27 55.775"
8530628,,"11/15/2006 7:14","S26 17.498 E27 55.774"
8599743,,"11/10/2006 4:27","S26 17.961 E27 53.461"
862,862,"11/28/2006 5:16","S26 15.921 E28 07.944"
873,873,"12/6/2006 5:42","S26 04.730 E27 58.026"
874,874,"12/6/2006 6:33","S26 07.853 E27 56.277"
875,875,"12/8/2006 2:49","S26 15.797 E27 56.415"
8826432,,"9/22/2006 6:50","S26 15.004 E27 56.438"
8833384,,"12/7/2006 1:34","S26 15.778 E27 56.410"
8902315,,"10/20/2006 8:19","S26 21.946 E27 53.628"
8949579,,"10/14/2006 1:25","S26 14.928 E27 57.420"
8956531,,"10/13/2006 9:57","S26 16.827 E27 48.449"
8984555,,"11/18/2006 1:06","S26 15.059 E27 57.718"
8993555,,"10/10/2006 9:03","S26 14.592 E27 57.063"
9028267,,"10/14/2006 0:50","S26 16.826 E27 48.452"
9043195,,"11/7/2006 7:34","S26 15.278 E27 57.072"
9094339,,"11/28/2006 2:59","S26 15.816 E27 56.371"
915,915,"12/1/2006 6:57","S26 09.681 E27 56.920"
916,916,"12/2/2006 4:34","S26 05.336 E27 56.082"
917,917,"9/15/2006 8:25","S26 15.153 E27 56.793"
918,918,"9/15/2006 8:27","S26 15.152 E27 56.793"
4133175,919,"9/23/2006 3:36","S26 16.555 E27 54.534"
9199486,,"11/18/2006 4:37","S26 16.634 E27 49.961"
920,920,"9/27/2006 4:01","S26 14.612 E27 56.666"
9206225,,"11/11/2006 4:21","S26 17.907 E28 04.120"
921,921,"9/28/2006 4:42","S26 15.056 E27 56.418"
9218297,,"11/15/2006 4:55","S26 22.442 E27 53.617"
922,922,"9/29/2006 3:14","S26 15.122 E27 56.372"
9228321,,"9/27/2006 7:34","S26 16.380 E27 53.992"
923,923,"9/30/2006 1:51","S26 16.019 E27 58.751"
924,924,"9/30/2006 4:47","S26 13.585 E27 53.907"
925,925,"10/4/2006 7:45","S26 13.389 E27 55.062"
9257369,,"10/13/2006 9:44","S26 16.421 E27 50.167"
3733342,926,"10/5/2006 7:48","S26 15.791 E27 56.419"
6022050,927,"10/7/2006 3:43","S26 13.584 E27 53.915"
928,928,"10/11/2006 9:32","S26 16.290 E27 48.482"
929,929,"10/12/2006 3:02","S26 15.777 E27 56.412"
930,930,"10/12/2006 3:05","S26 15.777 E27 56.412"
931,931,"10/12/2006 3:05","S26 15.777 E27 56.412"
932,932,"10/12/2006 3:05","S26 15.777 E27 56.412"
9325276,,"9/17/2006 5:58","S26 16.115 E27 51.818"
933,933,"10/12/2006 3:07","S26 15.777 E27 56.412"
934,934,"10/13/2006 9:56","S26 16.826 E27 48.450"
9344300,,"11/7/2006 6:39","S26 14.292 E27 55.515"
935,935,"10/20/2006 3:07","S26 27.415 E27 51.984"
9356372,,"10/13/2006 7:48","S26 16.182 E27 47.894"
936,936,"10/21/2006 3:19","S26 17.331 E27 53.450"
937,937,"10/22/2006 1:40","S26 16.051 E27 49.979"
938,938,"10/22/2006 3:24","S26 17.561 E27 53.963"
939,939,"10/22/2006 3:49","S26 16.636 E27 53.211"
940,940,"10/28/2006 5:24","S26 12.897 E27 54.948"
941,941,"10/28/2006 7:06","S26 13.025 E27 55.191"
942,942,"10/30/2006 6:37","S26 14.157 E27 56.808"
943,943,"11/21/2006 5:44","S26 17.945 E27 54.824"
944,944,"11/22/2006 3:33","S26 13.768 E27 56.107"
9511210,,"10/19/2006 9:29","S26 27.406 E27 51.929"
1981539,,"12/9/2006 8:43","S26 18.998 E28 10.500"
223,223,"12/31/2005 7:10","S26 16.033 E27 54.568"
224,224,"1/4/2006 1:50","S26 16.033 E27 54.568"
225,225,"12/2/2006 11:26","S26 17.134 E27 52.622"
226,226,"12/2/2006 12:21","S26 17.130 E27 52.623"
227,227,"12/2/2006 12:23","S26 17.338 E27 52.876"
228,228,"12/7/2006 10:01","S26 17.338 E27 52.876"
229,229,"12/7/2006 10:01","S26 17.338 E27 52.876"
230,230,"12/7/2006 10:01","S26 17.338 E27 52.876"
231,231,"12/7/2006 10:02","S26 10.890 E27 58.483"
232,232,"12/7/2006 10:07","S26 10.880 E27 58.464"
233,233,"12/7/2006 10:09","S26 10.879 E27 58.464"
234,234,"12/7/2006 10:16","S26 10.879 E27 58.465"
235,235,"12/7/2006 11:25","S26 15.794 E27 56.397"
236,236,"12/7/2006 11:26","S26 15.794 E27 56.397"
237,237,"12/7/2006 11:27","S26 15.794 E27 56.397"
238,238,"12/7/2006 11:27","S26 15.794 E27 56.397"
239,239,"12/7/2006 11:27","S26 15.794 E27 56.397"
240,240,"12/7/2006 11:28","S26 15.794 E27 56.397"
241,241,"12/7/2006 11:28","S26 15.794 E27 56.397"
242,242,"12/7/2006 11:28","S26 15.794 E27 56.397"
243,243,"12/7/2006 11:28","S26 15.794 E27 56.397"
244,244,"12/7/2006 11:28","S26 15.794 E27 56.397"
245,245,"12/7/2006 11:28","S26 15.794 E27 56.397"
246,246,"12/7/2006 11:28","S26 15.794 E27 56.397"
247,247,"12/7/2006 11:29","S26 15.794 E27 56.397"
248,248,"12/7/2006 11:29","S26 15.794 E27 56.397"
249,249,"12/7/2006 11:30","S26 15.794 E27 56.396"
250,250,"12/7/2006 11:30","S26 15.801 E27 56.397"
251,251,"12/7/2006 11:30","S26 15.801 E27 56.397"
252,252,"12/7/2006 11:31","S26 15.801 E27 56.395"
2525490,,"12/9/2006 11:33","S26 21.766 E28 12.477"
253,253,"12/7/2006 11:31","S26 15.801 E27 56.394"
254,254,"12/7/2006 11:31","S26 15.802 E27 56.394"
255,255,"12/7/2006 11:31","S26 15.801 E27 56.394"
256,256,"12/7/2006 11:32","S26 15.798 E27 56.394"
257,257,"12/7/2006 11:32","S26 15.797 E27 56.394"
258,258,"12/7/2006 11:32","S26 15.796 E27 56.394"
259,259,"12/7/2006 11:32","S26 15.796 E27 56.394"
260,260,"12/7/2006 11:32","S26 15.796 E27 56.395"
261,261,"12/7/2006 11:32","S26 15.796 E27 56.395"
3332378,,"12/9/2006 10:52","S26 21.766 E28 12.479"
3354306,,"12/9/2006 7:38","S26 22.041 E28 11.320"
4083196,,"12/7/2006 13:04","S26 10.886 E27 58.406"
4092676,,"12/9/2006 6:22","S26 22.042 E28 11.314"
5013007,,"12/7/2006 12:11","S26 10.878 E27 58.474"
6140349,,"12/8/2006 9:51","S26 16.667 E27 50.349"
6347363,,"12/8/2006 8:23","S26 11.120 E27 58.485"
6539078,,"12/9/2006 9:53","S26 21.244 E28 09.257"
6619721,,"12/9/2006 8:09","S26 22.041 E28 11.320"
6740332,,"12/7/2006 12:21","S26 10.992 E27 58.224"
6862991,,"12/7/2006 12:55","S26 10.884 E27 58.405"
7588212,,"12/7/2006 13:12","S26 11.122 E27 58.481"
777,777,"12/7/2006 11:32","S26 15.796 E27 56.395"
779,779,"12/7/2006 11:35","S26 15.825 E27 56.391"
780,780,"12/7/2006 11:35","S26 15.825 E27 56.391"
782,782,"12/7/2006 11:35","S26 15.825 E27 56.391"
783,783,"12/7/2006 11:36","S26 15.825 E27 56.391"
784,784,"12/7/2006 11:36","S26 15.825 E27 56.391"
785,785,"12/7/2006 11:36","S26 15.825 E27 56.391"
786,786,"12/7/2006 11:36","S26 15.825 E27 56.391"
787,787,"12/7/2006 11:36","S26 15.825 E27 56.391"
788,788,"12/7/2006 11:36","S26 15.825 E27 56.391"
790,790,"12/7/2006 11:36","S26 15.825 E27 56.391"
791,791,"12/7/2006 11:38","S26 15.825 E27 56.391"
792,792,"12/7/2006 11:39","S26 15.825 E27 56.391"
793,793,"12/7/2006 11:41","S26 15.825 E27 56.391"
794,794,"12/7/2006 11:41","S26 15.825 E27 56.391"
795,795,"12/7/2006 11:41","S26 15.825 E27 56.391"
796,796,"12/7/2006 12:18","S26 10.879 E27 58.467"
797,797,"12/7/2006 12:31","S26 10.998 E27 58.227"
798,798,"12/8/2006 10:01","S26 16.667 E27 50.349"
799,799,"12/9/2006 6:19","S26 16.667 E27 50.349"
800,800,"12/9/2006 7:37","S26 22.041 E28 11.320"
801,801,"12/9/2006 8:08","S26 22.041 E28 11.320"
802,802,"12/9/2006 9:34","S26 21.243 E28 09.257"
8478108,,"12/7/2006 12:43","S26 10.998 E27 58.227"
1015043,,"","S26 14.975 E27 56.976"
1042147,,"","S26 14.007 E27 52.996"
1085499,,"","S26 15.595 E27 53.677"
1119326,,"","S26 21.791 E28 12.470"
1129830,,"","S26 12.328 E27 52.230"
1131118,,"","S26 13.026 E27 52.815"
1189782,,"","S26 16.192 E27 51.080"
1200286,,"","S26 18.590 E27 50.189"
1255825,,"","S26 13.024 E27 53.559"
1256849,,"","S26 12.739 E27 54.532"
125688,,"","S26 12.735 E27 54.539"
1258897,,"","S26 16.992 E27 51.336"
1268377,,"","S26 15.708 E27 51.881"
6026210,133,"","S26 17.091 E27 49.012"
142480,,"","S26 15.755 E27 51.833"
1606130,,"","S26 13.613 E27 53.420"
1625090,,"","S26 13.694 E27 52.569"
1701853,,"","S26 18.550 E27 49.827"
1901867,,"","S26 16.623 E27 51.607"
1939523,,"","S26 20.660 E27 53.604"
2006150,,"","S26 13.977 E27 52.937"
2030670,,"","S26 14.563 E27 54.070"
2053990,,"","S26 11.207 E27 58.557"
2067566,,"","S26 16.577 E27 51.583"
2080702,,"","S26 17.127 E27 50.867"
2117281,,"","S26 17.091 E27 49.012"
2240156,,"","S26 16.189 E27 51.538"
2244300,,"","S26 16.813 E27 48.040"
2337327,,"","S26 17.301 E27 51.583"
2394375,,"","S26 16.596 E27 50.639"
2414359,,"","S26 13.977 E27 52.937"
2459130,,"","S26 15.883 E27 54.574"
2480138,,"","S26 11.313 E27 57.892"
2496026,,"","S26 15.561 E27 51.709"
2511650,,"","S26 18.488 E27 50.130"
2593581,,"","S26 14.148 E27 51.655"
2610192,,"","S26 16.362 E27 51.061"
2660312,,"","S26 15.569 E27 54.328"
2817891,,"","S26 14.234 E27 48.584"
2820963,,"","S26 14.612 E27 50.318"
2850427,,"","S26 09.542 E27 51.219"
2854787,,"","S26 13.625 E27 50.849"
303521,,"","S26 16.362 E27 51.061"
3075297,,"","S26 15.282 E27 54.876"
3100360,,"","S26 14.560 E27 53.566"
3107204,,"","S26 09.669 E27 46.051"
3200292,,"","S26 12.835 E27 52.941"
3306303,,"","S26 11.359 E27 50.823"
3331354,,"","S26 12.981 E27 53.794"
3341210,,"","S26 11.966 E27 52.035"
3357378,,"","S26 14.612 E27 50.318"
3409333,,"","S26 12.404 E27 53.151"
3416410,,"","S26 13.977 E27 52.937"
3426309,,"","S26 19.198 E27 50.129"
3449429,,"","S26 14.164 E27 52.529"
3450237,,"","S26 13.897 E27 49.756"
3456061,,"","S26 13.587 E27 52.545"
3462461,,"","S26 14.566 E27 54.063"
3481165,,"","S26 12.824 E27 54.012"
3500144,,"","S26 13.458 E27 52.468"
3506533,,"","S26 13.156 E27 52.947"
3569504,,"","S26 17.301 E27 51.794"
3578504,,"","S26 08.930 E27 46.390"
3595632,,"","S26 17.320 E27 51.590"
3602219,,"","S26 09.089 E27 46.678"
3629192,,"","S26 16.933 E27 50.873"
3636624,,"","S26 14.494 E27 50.175"
9089435,364,"","S26 16.428 E27 52.683"
3656435,,"","S26 15.191 E27 50.757"
3659507,,"","S26 16.963 E27 52.622"
366512,,"","S26 16.813 E27 48.040"
3694483,,"","S26 09.542 E27 51.219"
5258909,370,"","S26 13.097 E27 52.991"
3097393,371,"","S26 16.933 E27 50.873"
3739299,,"","S26 17.189 E27 52.021"
3584104,374,"","S26 14.447 E27 50.241"
374776,,"","S26 15.130 E27 49.642"
3752366,,"","S26 17.273 E27 51.558"
3763414,,"","S26 12.741 E27 51.866"
3767510,,"","S26 19.072 E28 11.951"
3776902,,"","S26 16.834 E27 49.726"
3788430,,"","S26 12.045 E27 51.767"
3789606,,"","S26 15.268 E27 50.623"
3790478,,"","S26 12.895 E27 53.533"
5717273,380,"","S26 12.483 E27 51.644"
4050660,381,"","S26 12.835 E27 52.941"
9119294,382,"","S26 12.835 E27 52.941"
3823345,,"","S26 15.423 E27 49.683"
6366971,383,"","S26 12.107 E27 52.614"
3835417,,"","S26 09.542 E27 51.219"
2629432,385,"","S26 11.412 E27 52.074"
3855814,,"","S26 09.559 E28 07.593"
9129318,386,"","S26 15.773 E27 51.068"
3867342,,"","S26 11.116 E27 48.123"
2343255,387,"","S26 15.770 E27 51.068"
5681665,388,"","S26 14.517 E27 50.090"
8360569,392,"","S26 14.403 E27 49.255"
6046570,393,"","S26 12.897 E27 53.528"
3980521,,"","S26 13.700 E27 56.078"
4026140,,"","S26 15.308 E27 54.643"
4032988,,"","S26 09.910 E27 47.701"
4114215,,"","S26 12.765 E27 54.010"
4118311,,"","S26 14.542 E27 53.585"
4156231,,"","S26 15.883 E27 54.574"
4168783,,"","S26 15.790 E27 56.403"
4264290,,"","S26 13.587 E27 52.545"
4273770,,"","S26 15.865 E27 50.177"
4277866,,"","S26 22.136 E27 53.540"
4361845,,"","S26 15.308 E27 54.643"
4419485,,"","S26 13.977 E27 52.937"
4434085,,"","S26 20.380 E28 12.490"
2845307,452,"","S26 16.150 E27 53.871"
2937478,453,"","S26 16.150 E27 53.871"
3096369,459,"","S26 14.438 E27 57.524"
3693187,467,"","S26 17.371 E27 51.501"
4292466,477,"","S26 13.821 E27 50.494"
4770761,,"","S26 12.795 E27 58.408"
4806369,,"","S26 19.314 E27 51.412"
4821993,,"","S26 20.380 E28 12.490"
4614595,484,"","S26 11.023 E27 58.416"
4847361,,"","S26 16.625 E27 52.614"
4922884,487,"","S26 16.051 E27 51.515"
5012567,489,"","S26 16.050 E27 51.515"
5059703,490,"","S26 16.049 E27 51.515"
5082759,491,"","S26 16.049 E27 51.515"
4914428,,"","S26 20.380 E28 12.490"
5092679,492,"","S26 14.517 E27 50.090"
5128818,493,"","S26 16.189 E27 51.538"
4936460,,"","S26 11.131 E27 57.882"
4980524,,"","S26 13.977 E27 52.937"
5009231,,"","S26 12.634 E27 53.264"
5019735,,"","S26 14.358 E27 53.790"
504611,,"","S26 12.969 E27 53.845"
5061751,,"","S26 20.660 E27 53.604"
5452995,507,"","S26 15.552 E27 48.552"
5455643,508,"","S26 15.552 E27 48.552"
5101719,,"","S26 13.630 E27 53.133"
5506539,515,"","S26 14.975 E27 56.976"
5177242,,"","S26 15.840 E27 56.518"
5539075,519,"","S26 14.438 E27 57.524"
5557718,520,"","S26 15.500 E27 52.508"
5575654,521,"","S26 16.493 E27 52.091"
5702673,523,"","S26 13.109 E27 52.983"
5746737,524,"","S26 13.143 E27 52.997"
5750833,525,"","S26 13.156 E27 52.948"
5257885,,"","S26 09.542 E27 51.219"
5380544,,"","S26 20.145 E28 11.881"
5383880,,"","S26 16.509 E27 49.018"
5431016,,"","S26 11.907 E27 46.003"
5449659,,"","S26 10.002 E27 47.888"
8397469,549,"","S26 16.152 E27 53.869"
5583086,,"","S26 14.532 E27 53.893"
565547,,"","S26 14.358 E27 53.790"
5660657,,"","S26 09.669 E27 46.051"
5705745,,"","S26 11.369 E27 51.643"
575748,,"","S26 13.311 E27 53.000"
5757492,,"","S26 16.992 E27 51.336"
5782444,,"","S26 12.824 E27 54.012"
1177366,579,"","S26 17.301 E27 51.583"
5815375,,"","S26 17.273 E27 51.561"
5822327,,"","S26 14.187 E27 51.865"
5887015,,"","S26 12.404 E27 53.151"
588715,,"","S26 14.030 E27 53.999"
5891375,,"","S26 20.660 E27 53.604"
5913407,,"","S26 12.630 E27 53.264"
5929031,,"","S26 11.552 E27 50.928"
1884955,599,"","S26 16.989 E27 51.038"
5995074,,"","S26 18.840 E27 51.269"
6006162,,"","S26 16.623 E27 51.607"
6009234,,"","S26 15.760 E27 51.837"
6030242,,"","S26 12.105 E27 52.615"
6054586,,"","S26 19.401 E27 50.466"
6060146,,"","S26 16.709 E27 51.109"
6062194,,"","S26 17.189 E27 52.021"
2277860,608,"","S26 15.497 E27 52.505"
6087562,,"","S26 09.665 E27 46.999"
6113141,,"","S26 12.764 E27 54.097"
2455034,612,"","S26 18.590 E27 50.189"
6130117,,"","S26 12.404 E27 53.151"
2460154,614,"","S26 17.030 E27 48.603"
6145261,,"","S26 12.128 E27 57.646"
2508578,615,"","S26 13.539 E27 52.737"
6177381,,"","S26 12.964 E27 54.343"
6180237,,"","S26 15.445 E27 52.018"
6185701,,"","S26 16.246 E27 51.510"
2872459,622,"","S26 12.950 E27 52.423"
6220232,,"","S26 19.695 E27 49.794"
6226376,,"","S26 16.623 E27 51.607"
2889054,623,"","S26 12.896 E27 53.529"
6231760,,"","S26 19.615 E27 49.952"
2893414,624,"","S26 09.903 E27 47.714"
2918518,625,"","S26 09.990 E27 47.885"
6338531,,"","S26 12.227 E27 52.960"
6340843,,"","S26 15.561 E27 51.709"
6364923,,"","S26 13.693 E27 53.792"
6463502,,"","S26 13.575 E27 53.838"
6497062,,"","S26 15.593 E27 51.519"
4195175,654,"","S26 09.669 E27 46.051"
4334429,655,"","S26 17.371 E27 51.501"
4509608,657,"","S26 09.669 E27 46.051"
4578725,658,"","S26 16.428 E27 52.689"
4669870,659,"","S26 16.428 E27 52.683"
4830449,662,"","S26 19.072 E28 11.951"
6663732,,"","S26 14.692 E27 52.106"
6699430,,"","S26 21.386 E28 12.994"
6729828,,"","S26 15.552 E27 48.552"
6738284,,"","S26 11.019 E27 58.416"
5587182,679,"","S26 22.136 E27 53.540"
6797919,,"","S26 12.865 E27 53.013"
5715225,680,"","S26 13.977 E27 52.937"
6000194,682,"","S26 13.977 E27 52.937"
6858895,,"","S26 12.404 E27 53.151"
709450,,"","S26 15.597 E27 51.508"
2246348,718,"","S26 12.950 E27 52.423"
2839923,724,"","S26 18.018 E27 52.661"
2975398,726,"","S26 13.689 E27 54.082"
3902897,731,"","S26 16.150 E27 53.871"
4365941,740,"","S26 13.977 E27 52.937"
4905972,742,"","S26 13.977 E27 52.937"
5210802,747,"","S26 11.131 E27 57.882"
5335456,748,"","S26 16.933 E27 50.873"
5594614,749,"","S26 13.460 E27 52.463"
5869396,751,"","S26 15.408 E27 53.582"
5923911,752,"","S26 14.542 E27 53.585"
5955423,753,"","S26 14.358 E27 53.790"
6461454,755,"","S26 15.577 E27 48.539"
7569252,,"","S26 15.207 E27 52.594"
7552604,757,"","S26 16.308 E27 47.937"
7572588,,"","S26 15.552 E27 48.552"
7616652,,"","S26 15.308 E27 54.643"
7617676,,"","S26 13.842 E27 56.401"
7638684,,"","S26 25.730 E27 51.566"
7641756,,"","S26 10.002 E27 47.888"
7685767,,"","S26 13.977 E27 52.937"
7709847,,"","S26 12.659 E27 54.042"
7716255,,"","S26 20.530 E27 51.670"
7736239,,"","S26 11.969 E27 45.708"
8002512,,"","S26 15.189 E27 52.564"
8003536,,"","S26 24.460 E27 51.938"
801813,,"","S26 17.091 E27 49.012"
8188779,,"","S26 19.755 E27 49.986"
8348017,,"","S26 15.264 E27 52.674"
8353401,,"","S26 16.435 E27 52.577"
8414377,,"","S26 17.189 E27 52.021"
8578735,,"","S26 16.577 E27 51.583"
8713309,,"","S26 12.720 E27 42.831"
8722309,,"","S26 14.612 E27 50.318"
8810264,,"","S26 11.021 E27 58.057"
8939555,,"","S26 11.116 E27 48.123"
8948555,,"","S26 12.765 E27 54.010"
8994579,,"","S26 17.110 E27 51.459"
8999699,,"","S26 16.361 E27 51.066"
9006171,,"","S26 15.442 E27 52.018"
