Bt20_ID,BH_ID,Date,Way_Point
9014147,,"","S26 16.257 E27 52.696"
9058339,,"","S26 09.542 E27 51.219"
9076339,,"","S26 12.824 E27 54.012"
9084315,,"","S26 17.308 E27 51.793"
9087387,,"","S26 09.669 E27 46.051"
910,910,"","S26 12.950 E27 52.423"
9164294,,"","S26 11.412 E27 52.074"
9196414,,"","S26 15.499 E27 52.510"
9226273,,"","S26 16.043 E27 51.513"
9234249,,"","S26 13.977 E27 52.937"
9253273,,"","S26 11.207 E27 58.557"
9270249,,"","S26 18.590 E27 50.189"
9295417,,"","S26 12.110 E27 57.656"
9522258,,"","S26 13.995 E27 53.948"
9912342,,"","S26 20.530 E27 51.670"
6132165,148,"CRTD 15:00 19-JAN-07","S26 08.918 E28 03.181"
6175333,160,"CRTD 11:45 09-JAN-07","S26 10.522 E28 01.230"
1668837,,"CRTD 11:59 08-JAN-07","S26 14.910 E28 05.538"
6504494,172,"CRTD 12:03 18-JAN-07","S26 11.399 E27 59.252"
6593593,175,"CRTD 13:28 18-JAN-07","S26 11.957 E27 52.168"
7448641,176,"CRTD 13:28 18-JAN-07","S26 11.958 E27 52.169"
7449665,177,"CRTD 06:59 13-JAN-07","S26 15.604 E28 07.847"
3251735,,"CRTD 12:39 12-JAN-07","S26 15.791 E27 50.239"
3750318,,"CRTD 05:53 13-JAN-07","S26 13.769 E27 54.062"
4544192,,"CRTD 08:43 14-JAN-07","S26 09.312 E27 58.731"
4757238,,"CRTD 13:25 18-JAN-07","S26 11.953 E27 52.164"
5468619,,"CRTD 06:47 20-JAN-07","S26 14.134 E27 52.510"
5977455,,"CRTD 09:06 11-JAN-07","S26 19.455 E28 12.201"
6467598,,"CRTD 05:49 14-JAN-07","S26 09.218 E28 00.528"
6703700,,"CRTD 13:08 17-JAN-07","S26 15.249 E28 01.811"
7466577,,"CRTD 13:51 17-JAN-07","S26 15.876 E28 02.670"
7731879,,"CRTD 12:43 10-JAN-07","S26 11.687 E28 04.419"
806,806,"CRTD 08:17 13-JAN-07","S26 10.393 E28 12.323"
8060152,,"CRTD 12:53 11-JAN-07","S26 11.299 E28 06.419"
8100704,,"CRTD 07:16 09-JAN-07","S26 09.996 E28 01.579"
827,827,"CRTD 09:56 08-JAN-07","S26 06.821 E28 06.983"
829,829,"CRTD 06:44 14-JAN-07","S26 08.491 E28 06.608"
833,833,"CRTD 10:04 10-JAN-07","S26 09.071 E28 04.229"
846,846,"CRTD 07:22 12-JAN-07","S26 04.836 E28 05.146"
854,854,"CRTD 11:56 19-JAN-07","S26 00.868 E28 02.240"
9608381,,"CRTD 09:37 09-JAN-07","S26 10.701 E28 05.729"
999,999,"CRTD 09:57 08-JAN-07","S26 06.820 E28 06.977"
1230721,,"1/12/2007 4:00","S26 15.784 E27 56.441"
1952075,,"1/20/2007 4:32","S26 12.138 E28 02.386"
2170825,,"1/20/2007 3:11","S26 14.371 E27 56.388"
3937481,,"1/14/2007 3:46","S25 59.846 E28 14.124"
4016076,,"1/17/2007 7:30","S26 11.021 E27 47.781"
4241234,,"1/9/2007 2:03","S26 16.151 E27 52.533"
4854444,,"1/11/2007 7:20","S26 07.353 E27 57.907"
4858889,,"1/14/2007 2:49","S26 00.399 E28 14.402"
5023071,,"1/23/2007 8:59","S26 11.226 E28 02.008"
6033578,,"1/13/2007 2:32","S26 18.946 E27 49.497"
6046130,,"1/19/2007 6:22","S26 06.975 E27 59.993"
6078378,,"1/22/2007 8:31","S26 15.063 E27 49.595"
6095650,,"1/20/2007 2:12","S26 23.786 E27 50.590"
6114221,,"1/18/2007 7:04","S26 11.101 E27 48.460"
6172261,,"1/13/2007 1:04","S26 18.711 E27 50.213"
6183653,,"1/18/2007 7:16","S26 24.701 E27 50.351"
6188773,,"1/9/2007 2:54","S26 20.007 E27 49.441"
6247384,,"1/13/2007 1:09","S26 18.670 E27 50.199"
8004560,,"1/13/2007 4:12","S26 20.076 E27 52.539"
8017696,,"1/13/2007 3:28","S26 19.516 E27 49.457"
8066560,,"1/20/2007 5:22","S26 15.271 E28 00.539"
8082768,,"1/10/2007 7:41","S26 07.849 E27 55.202"
8127803,,"1/13/2007 2:10","S26 18.687 E27 50.089"
8189803,,"1/17/2007 6:02","S26 11.854 E28 01.060"
8236886,,"1/12/2007 7:25","S26 09.732 E27 52.547"
855,855,"1/21/2007 0:38","S26 15.333 E28 00.554"
8707728,,"1/9/2007 5:52","S26 19.616 E27 49.823"
888,888,"1/12/2007 5:54","S26 02.021 E28 03.036"
889,889,"1/13/2007 2:09","S26 18.687 E27 50.087"
896,896,"1/11/2007 3:01","S26 07.842 E27 55.221"
9902318,,"1/11/2007 2:15","S26 07.842 E27 55.221"
1503455,,"","S26 14.486 E28 18.625"
6185357,161,"","S26 10.586 E27 58.441"
1816864,,"","S26 10.586 E27 58.441"
207,207,"","S26 24.847 E27 49.637"
2229436,,"","S26 10.135 E28 02.491"
2983590,,"","S26 24.847 E27 49.637"
3323210,,"","S26 15.792 E27 56.394"
3414362,,"","S26 17.091 E27 49.012"
3711883,,"","S26 28.655 E27 50.980"
3975401,,"","S26 24.842 E27 49.637"
4073761,,"","S26 08.285 E27 58.827"
5299901,,"","S26 27.027 E27 51.188"
5463499,,"","S26 27.024 E27 51.192"
5796892,,"","S26 12.011 E27 46.014"
6041186,,"","S26 24.847 E27 49.637"
6152213,,"","S26 02.053 E28 04.420"
6202349,,"","S26 10.586 E27 58.441"
6484510,,"","S26 17.091 E27 49.012"
6615625,,"","S25 30.429 E28 01.207"
6647137,,"","S26 17.091 E27 49.012"
6773839,,"","S26 15.828 E27 56.397"
6819951,,"","S26 17.097 E27 54.822"
6882922,,"","S26 12.011 E27 46.014"
1798928,709,"","S25 26.156 E28 07.744"
7805354,,"","S26 11.598 E28 00.589"
7856850,,"","S26 08.778 E27 54.812"
6173285,809,"","S26 14.486 E28 18.625"
810,810,"","S26 06.579 E28 06.051"
811,811,"","S26 06.579 E28 06.051"
824,824,"","S26 28.676 E27 50.873"
8345969,,"","S26 29.691 E27 52.262"
8370049,,"","S26 17.091 E27 49.012"
8395471,,"","S26 17.071 E27 54.197"
850,850,"","S26 10.586 E27 58.441"
8733357,,"","S26 24.847 E27 49.637"
8823360,,"","S26 12.011 E27 46.014"
9386444,,"","S26 16.170 E27 53.564"
1012995,,"5/9/2007 7:34","S26 15.316 E27 57.456"
1014769,,"3/15/2007 6:43","S26 17.870 E27 54.985"
1016651,,"6/14/2007 7:02","S26 14.834 E27 56.565"
1050651,,"5/4/2007 7:57","S26 14.779 E27 56.204"
1055595,,"7/10/2007 5:17","S26 15.189 E27 56.802"
1057059,,"2/6/2007 6:55","S26 11.226 E28 02.008"
1060131,,"3/14/2007 8:07","S26 12.899 E27 52.904"
1064491,,"2/21/2007 8:17","S26 14.596 E27 54.862"
1093251,,"3/21/2007 0:08","S26 14.461 E27 56.256"
1098635,,"2/24/2007 7:26","S26 14.848 E27 56.144"
1126758,,"3/10/2007 0:41","S26 14.534 E27 55.885"
1159294,,"2/24/2007 0:17","S26 15.007 E27 56.428"
1183294,,"5/9/2007 8:27","S26 12.725 E27 53.487"
1191270,,"2/10/2007 1:23","S26 13.396 E27 54.001"
1207353,,"2/9/2007 8:20","S26 15.493 E27 53.678"
1211105,,"2/11/2007 0:35","S26 12.891 E27 54.053"
1254801,,"2/7/2007 7:15","S26 14.582 E27 55.046"
1257899,,"2/9/2007 23:49","S26 15.569 E27 54.691"
1263257,,"2/11/2007 3:57","S26 16.737 E27 50.642"
1283241,,"2/20/2007 8:53","S26 13.946 E27 55.734"
1304249,,"6/5/2007 5:03","S26 16.126 E27 58.661"
1305273,,"6/9/2007 6:38","S26 01.311 E28 12.789"
1337492,,"6/23/2007 1:08","S26 17.158 E27 53.789"
1356452,,"2/25/2007 1:35","S26 13.108 E27 53.374"
1429980,,"2/24/2007 5:59","S26 15.698 E27 54.591"
1488591,,"5/13/2007 1:23","S26 13.574 E27 53.394"
1492951,,"4/14/2007 1:16","S26 14.482 E27 55.573"
1508575,,"2/8/2007 7:42","S26 15.099 E27 56.459"
1518055,,"2/24/2007 2:38","S26 14.848 E27 56.687"
1539063,,"2/8/2007 8:12","S26 13.963 E27 56.761"
1544183,,"3/29/2007 4:33","S26 15.096 E27 56.486"
1559474,,"3/29/2007 4:22","S26 14.124 E27 56.057"
6160333,156,"7/14/2007 3:34","S26 18.818 E27 50.550"
1562066,,"5/12/2007 3:41","S26 13.574 E27 53.394"
6161213,157,"7/14/2007 4:20","S26 18.711 E27 49.382"
1572570,,"6/12/2007 7:05","S26 14.834 E27 56.565"
6170213,159,"7/14/2007 4:21","S26 18.675 E27 49.379"
1620730,,"2/24/2007 0:06","S26 14.570 E27 55.550"
1626114,,"3/8/2007 7:03","S26 16.260 E27 58.579"
1640714,,"2/24/2007 4:14","S26 15.528 E27 57.050"
1641738,,"6/5/2007 3:30","S26 16.126 E27 58.661"
1665765,,"2/15/2007 7:56","S26 17.472 E27 53.389"
1702661,,"7/14/2007 3:34","S26 18.818 E27 50.550"
1724693,,"3/10/2007 3:35","S26 13.738 E27 53.992"
1728789,,"2/6/2007 7:47","S26 14.202 E27 55.380"
1740317,,"3/9/2007 7:59","S26 14.176 E27 55.357"
1749797,,"4/15/2007 5:22","S26 15.376 E27 54.295"
1753893,,"3/20/2007 7:10","S26 14.305 E27 56.929"
1757229,,"5/8/2007 8:34","S26 14.837 E27 55.896"
1772800,,"4/14/2007 6:20","S26 13.569 E27 54.426"
1774848,,"3/28/2007 3:22","S26 17.631 E27 54.284"
1793480,,"4/3/2007 4:32","S26 17.317 E28 02.723"
1807384,,"4/10/2007 5:54","S26 15.720 E27 54.005"
1818912,,"5/7/2007 5:03","S26 15.643 E27 56.199"
1883931,,"3/11/2007 2:32","S26 13.463 E27 55.400"
1917491,,"2/24/2007 5:12","S26 16.380 E27 53.843"
1997110,,"4/14/2007 4:34","S26 13.866 E27 56.156"
2002494,,"5/7/2007 9:06","S26 13.304 E27 55.260"
2023062,,"2/15/2007 7:04","S26 15.789 E27 56.395"
2064494,,"5/20/2007 1:55","S26 12.911 E27 54.100"
2073534,,"3/7/2007 7:51","S26 15.291 E28 03.594"
2077046,,"3/25/2007 3:43","S26 17.369 E27 53.342"
2083190,,"5/13/2007 6:05","S26 12.399 E28 04.677"
2097614,,"4/15/2007 3:18","S26 14.811 E27 56.241"
2106177,,"2/6/2007 8:37","S26 14.285 E27 56.153"
2119329,,"4/12/2007 8:39","S26 15.032 E27 53.569"
2129833,,"6/12/2007 5:56","S26 14.834 E27 56.565"
2151177,,"2/14/2007 6:18","S26 15.794 E27 56.403"
2176209,,"2/10/2007 3:31","S26 13.972 E27 54.210"
2192857,,"5/10/2007 8:22","S26 14.080 E27 54.500"
2208745,,"6/19/2007 6:55","S26 13.965 E27 51.863"
2210793,,"2/10/2007 0:37","S26 12.974 E27 54.436"
2210793,,"2/10/2007 2:20","S26 13.390 E27 53.981"
2241228,,"2/8/2007 8:33","S26 14.510 E27 54.432"
2361839,,"6/8/2007 8:17","S26 14.438 E27 57.484"
2364327,,"5/22/2007 9:30","S26 12.230 E27 52.972"
2375375,,"2/20/2007 8:12","S26 15.007 E27 55.654"
2554637,,"5/7/2007 6:11","S26 14.566 E27 54.380"
2634573,,"6/2/2007 6:00","S26 09.458 E28 03.677"
2643336,,"4/3/2007 5:14","S26 18.069 E27 53.315"
2650197,,"5/18/2007 7:22","S26 15.622 E28 01.505"
2662360,,"5/17/2007 6:57","S26 18.017 E28 00.294"
2788427,,"2/8/2007 6:52","S26 14.529 E27 55.296"
2794835,,"3/11/2007 2:05","S26 15.062 E27 49.596"
2808411,,"3/11/2007 5:38","S26 16.524 E27 50.793"
2964894,,"5/22/2007 9:22","S26 15.776 E27 56.363"
3017097,,"6/26/2007 3:29","S26 17.527 E28 06.790"
3039297,,"7/7/2007 1:25","S26 15.110 E27 49.739"
3065521,,"2/26/2007 3:09","S26 16.074 E27 54.199"
3076321,,"2/10/2007 4:13","S26 13.043 E27 52.976"
3088393,,"5/7/2007 5:53","S26 13.960 E27 54.719"
3091249,,"5/30/2007 7:17","S26 11.553 E27 50.863"
3111840,,"2/6/2007 9:14","S26 14.662 E27 56.046"
3248399,,"5/7/2007 8:26","S26 14.139 E27 56.015"
3322186,,"4/15/2007 4:28","S26 15.121 E27 57.396"
3327306,,"2/10/2007 3:06","S26 13.978 E27 53.914"
3337498,,"2/25/2007 3:38","S26 12.761 E27 52.808"
3359426,,"2/25/2007 2:30","S26 12.653 E27 54.179"
3383354,,"2/24/2007 1:07","S26 15.074 E27 56.080"
3384378,,"2/24/2007 23:52","S26 13.955 E27 55.944"
3400522,,"5/8/2007 5:01","S26 14.892 E27 49.281"
3435309,,"4/13/2007 7:34","S26 14.482 E27 55.573"
3439405,,"2/24/2007 1:21","S26 14.385 E27 54.065"
3440213,,"4/19/2007 9:04","S26 15.082 E27 55.850"
3441237,,"5/7/2007 5:29","S26 15.118 E27 55.934"
3454393,,"5/20/2007 4:19","S26 18.036 E27 55.499"
3465541,,"3/10/2007 2:43","S26 13.023 E27 54.333"
3466405,,"5/13/2007 5:38","S26 12.399 E28 04.677"
349,349,"6/2/2007 4:58","S26 06.178 E28 05.482"
3494429,,"3/29/2007 7:05","S26 15.051 E27 52.223"
3496029,,"3/11/2007 4:18","S26 12.512 E27 53.569"
350,350,"6/6/2007 7:02","S26 16.126 E27 58.661"
3502192,,"4/12/2007 9:00","S26 14.631 E27 56.457"
351,351,"6/6/2007 7:42","S26 12.168 E28 04.688"
8739501,352,"6/7/2007 9:29","S26 12.168 E28 04.688"
353,353,"6/7/2007 9:30","S26 12.168 E28 04.688"
3535997,,"5/9/2007 9:08","S26 14.233 E27 54.254"
3438381,354,"6/8/2007 8:15","S26 14.437 E27 57.486"
3540093,,"4/14/2007 4:45","S26 14.625 E27 54.801"
3546384,,"3/10/2007 0:38","S26 14.520 E27 55.893"
3548432,,"3/10/2007 0:16","S26 14.177 E27 55.353"
3562336,,"4/14/2007 2:19","S26 14.461 E27 55.497"
3567456,,"3/9/2007 7:35","S26 14.526 E27 55.267"
3579528,,"4/4/2007 2:40","S26 14.522 E28 04.305"
3588200,,"5/29/2007 8:54","S26 13.391 E27 48.553"
3619712,,"3/10/2007 3:09","S26 13.064 E27 54.366"
3673411,,"5/3/2007 9:12","S26 14.449 E27 56.607"
3686507,,"4/13/2007 7:28","S26 14.482 E27 55.573"
3691411,,"5/7/2007 5:13","S26 14.720 E27 55.570"
3704294,,"7/13/2007 8:13","S26 15.835 E27 54.627"
3720246,,"7/12/2007 2:59","S26 10.927 E28 03.028"
3745414,,"5/20/2007 3:24","S26 17.338 E27 55.093"
3759283,,"4/21/2007 6:54","S26 14.796 E27 56.173"
3802270,,"5/17/2007 5:42","S26 17.262 E27 52.730"
3808417,,"5/13/2007 1:14","S26 13.574 E27 53.394"
3826417,,"4/20/2007 7:39","S26 15.713 E27 54.295"
3828465,,"2/28/2007 8:17","S26 15.380 E27 54.976"
3840321,,"3/14/2007 8:39","S26 12.899 E27 52.904"
3843393,,"6/7/2007 9:40","S26 12.168 E28 04.688"
3851369,,"6/22/2007 7:47","S26 17.155 E27 53.791"
3893417,,"3/21/2007 1:09","S26 14.003 E27 55.524"
3956441,,"2/20/2007 8:48","S26 14.592 E27 55.263"
3968993,,"4/14/2007 5:49","S26 13.192 E27 54.611"
3983593,,"6/21/2007 5:48","S26 06.361 E27 55.880"
3996092,,"5/17/2007 7:33","S26 14.275 E28 03.833"
4021196,,"4/10/2007 7:38","S26 14.924 E27 52.002"
4047148,,"3/11/2007 3:06","S26 13.791 E27 56.466"
4049196,,"6/5/2007 5:11","S26 16.126 E27 58.661"
4053556,,"6/26/2007 8:17","S26 15.415 E27 49.555"
4053996,,"5/16/2007 7:30","S26 14.552 E28 00.348"
4055604,,"3/21/2007 2:35","S26 14.315 E27 56.185"
4056044,,"2/21/2007 6:52","S26 14.399 E27 56.881"
4063212,,"5/4/2007 8:29","S26 14.553 E27 55.649"
4087556,,"2/21/2007 6:05","S26 15.791 E27 56.404"
4088140,,"5/8/2007 4:24","S26 15.330 E27 56.388"
4093700,,"5/19/2007 2:37","S26 10.974 E27 57.995"
4094548,,"5/12/2007 6:44","S26 13.574 E27 53.394"
4098644,,"3/10/2007 3:17","S26 13.084 E27 54.317"
4099668,,"3/15/2007 5:59","S26 12.899 E27 52.904"
4172255,,"2/24/2007 2:05","S26 15.041 E27 56.798"
4236874,,"4/15/2007 1:52","S26 13.651 E27 55.938"
4319882,,"3/15/2007 7:16","S26 17.058 E27 53.596"
4372349,,"4/14/2007 3:17","S26 13.778 E27 56.207"
4380541,,"3/10/2007 1:39","S26 13.815 E27 54.640"
4383877,,"4/14/2007 5:41","S26 13.215 E27 54.952"
4387973,,"7/5/2007 6:34","S26 14.735 E27 51.253"
4421533,,"4/22/2007 4:03","S26 12.899 E27 59.239"
4476048,,"5/12/2007 6:07","S26 13.574 E27 53.394"
4493984,,"4/21/2007 5:07","S26 17.487 E27 52.605"
4505267,,"6/5/2007 7:16","S26 16.126 E27 58.661"
4511656,,"6/5/2007 5:54","S26 16.126 E27 58.661"
4514992,,"2/11/2007 2:10","S26 15.680 E27 54.031"
4517046,,"5/24/2007 7:21","S26 13.333 E27 53.594"
4575435,,"4/20/2007 7:13","S26 14.051 E27 56.110"
4606139,,"7/12/2007 3:10","S26 10.927 E28 03.028"
4627147,,"3/15/2007 7:44","S26 17.724 E27 55.851"
4628171,,"2/15/2007 1:56","S26 14.152 E27 52.161"
4661678,,"6/6/2007 8:07","S26 12.168 E28 04.688"
4666750,,"4/22/2007 2:47","S26 12.930 E27 59.225"
4696534,,"4/22/2007 1:53","S26 14.655 E27 56.041"
4712273,,"3/9/2007 6:59","S26 16.419 E27 54.042"
4758262,,"7/9/2007 7:20","S26 00.074 E28 00.819"
4786385,,"3/24/2007 23:57","S26 17.079 E27 54.831"
4802273,,"3/25/2007 0:38","S26 17.293 E27 54.901"
4814825,,"4/21/2007 1:11","S26 15.513 E27 54.842"
4866321,,"4/3/2007 6:36","S26 16.336 E27 54.765"
4909044,,"7/7/2007 4:30","S25 59.996 E28 00.907"
4937495,,"3/23/2007 3:47","S26 12.478 E27 53.354"
4951060,,"2/9/2007 2:28","S26 10.901 E27 57.462"
4958492,,"4/15/2007 2:14","S26 14.811 E27 56.241"
4995071,,"3/25/2007 0:13","S26 17.289 E27 54.999"
5010695,,"5/16/2007 7:39","S26 16.959 E27 53.797"
5013591,,"3/10/2007 1:48","S26 13.445 E27 54.330"
5014031,,"2/9/2007 2:03","S26 10.641 E27 58.859"
5016079,,"5/20/2007 3:16","S26 17.990 E27 54.952"
5020175,,"3/23/2007 4:23","S26 13.900 E27 54.204"
5026143,,"3/25/2007 2:02","S26 18.021 E27 55.986"
5031527,,"3/21/2007 4:06","S26 13.920 E27 56.526"
5031703,,"5/19/2007 2:52","S26 11.182 E27 58.548"
5039719,,"2/25/2007 4:22","S26 12.765 E27 52.805"
5064503,,"6/20/2007 6:57","S26 16.724 E27 51.694"
5069623,,"2/10/2007 5:51","S26 12.955 E27 52.565"
5094551,,"3/21/2007 1:41","S26 14.727 E27 54.363"
5138298,,"5/7/2007 5:59","S26 14.275 E27 54.456"
5150850,,"4/13/2007 8:11","S26 14.482 E27 55.573"
5160330,,"4/13/2007 8:18","S26 14.482 E27 55.573"
5167762,,"4/14/2007 2:32","S26 14.352 E27 56.187"
5192866,,"2/18/2007 0:14","S26 14.472 E27 55.396"
5200298,,"4/13/2007 8:45","S26 14.482 E27 55.573"
5202346,,"4/12/2007 10:02","S26 14.803 E27 55.528"
5203370,,"2/20/2007 7:18","S26 15.791 E27 56.406"
5232781,,"2/18/2007 5:19","S26 13.147 E27 54.600"
5244309,,"2/21/2007 7:29","S26 14.779 E27 55.945"
5260957,,"2/15/2007 1:43","S26 15.568 E27 51.802"
5336480,,"4/19/2007 6:07","S26 14.431 E27 55.917"
5357488,,"5/3/2007 8:00","S26 17.554 E27 53.384"
5375424,,"3/1/2007 6:50","S26 15.956 E27 54.197"
5385928,,"2/9/2007 6:56","S26 15.723 E27 54.162"
5394384,,"2/25/2007 6:36","S26 16.083 E27 54.199"
5501155,,"2/14/2007 8:12","S26 15.794 E27 56.403"
5509611,,"3/11/2007 4:43","S26 12.510 E27 53.569"
5516019,,"5/11/2007 8:23","S26 12.557 E27 53.552"
5542147,,"5/8/2007 6:55","S26 15.005 E27 55.809"
5552598,,"3/22/2007 8:14","S26 14.428 E27 56.134"
5647134,,"6/2/2007 1:27","S26 11.553 E27 50.863"
5704721,,"3/21/2007 4:45","S26 12.753 E27 54.575"
5768540,,"3/28/2007 4:36","S26 13.880 E27 53.910"
5783316,,"3/23/2007 5:59","S26 16.246 E27 54.019"
5846471,,"4/20/2007 8:16","S26 16.003 E27 54.832"
5855471,,"4/15/2007 2:40","S26 14.811 E27 56.241"
5857868,,"5/11/2007 9:17","S26 13.570 E27 53.402"
5885582,,"3/13/2007 7:37","S26 12.468 E27 53.116"
5909047,,"3/21/2007 4:46","S26 12.754 E27 54.574"
5942607,,"3/29/2007 1:40","S26 13.882 E27 53.911"
5983522,,"2/9/2007 1:27","S26 13.977 E27 56.947"
6005138,,"3/20/2007 6:27","S26 14.294 E27 56.917"
6007626,,"3/13/2007 8:31","S26 13.650 E27 53.680"
6024098,,"3/20/2007 23:40","S26 14.173 E27 56.458"
6025122,,"5/30/2007 8:11","S26 11.553 E27 50.863"
6027170,,"6/15/2007 7:26","S26 14.834 E27 56.565"
6045106,,"5/17/2007 9:11","S26 14.629 E28 05.435"
6068354,,"7/13/2007 6:56","S26 15.781 E27 56.421"
6079402,,"7/12/2007 3:48","S26 10.306 E28 04.154"
6081154,,"2/11/2007 2:47","S26 16.933 E27 52.410"
6088402,,"3/22/2007 6:57","S26 13.023 E27 54.481"
6092242,,"6/23/2007 3:13","S26 16.216 E28 01.912"
6093306,,"3/22/2007 8:38","S26 14.424 E27 56.130"
6098426,,"4/22/2007 4:33","S26 13.018 E27 58.456"
6108237,,"6/28/2007 3:21","S26 14.983 E27 51.387"
6119285,,"2/7/2007 8:32","S26 13.561 E27 54.446"
6120629,,"2/15/2007 7:33","S26 17.535 E27 53.358"
6129845,,"7/9/2007 6:39","S26 00.074 E28 00.819"
6136261,,"3/21/2007 2:45","S26 14.128 E27 57.269"
6137285,,"2/24/2007 3:53","S26 14.117 E27 57.306"
6138309,,"4/19/2007 3:42","S26 10.609 E28 04.497"
6143213,,"5/17/2007 10:03","S26 15.621 E28 01.508"
6157261,,"4/21/2007 1:56","S26 17.519 E27 55.135"
6164285,,"2/24/2007 5:50","S26 15.871 E27 53.781"
6167765,,"5/23/2007 6:55","S26 13.333 E27 53.594"
6168381,,"3/23/2007 3:25","S26 13.683 E27 55.953"
6196205,,"2/24/2007 2:01","S26 15.022 E27 56.768"
6204661,,"7/14/2007 5:06","S26 19.398 E27 52.052"
6249432,,"4/21/2007 2:56","S26 17.206 E27 55.456"
6341219,,"4/15/2007 4:18","S26 14.401 E27 57.223"
6342243,,"4/15/2007 3:43","S26 15.122 E27 57.003"
6489630,,"3/8/2007 7:09","S26 15.567 E27 51.422"
6585137,,"3/23/2007 6:27","S26 15.675 E27 54.763"
6617673,,"3/1/2007 7:21","S26 13.616 E27 56.348"
4862985,663,"2/14/2007 7:19","S26 15.794 E27 56.403"
6639705,,"4/19/2007 6:25","S26 14.449 E27 55.900"
5061167,666,"2/24/2007 3:55","S26 14.183 E27 57.428"
6660660,,"2/18/2007 1:14","S26 14.604 E27 57.190"
6664756,,"4/4/2007 4:31","S26 11.913 E27 59.609"
5063039,667,"2/25/2007 3:18","S26 12.396 E27 53.342"
5087559,668,"2/26/2007 3:07","S26 16.074 E27 54.199"
6686788,,"2/15/2007 7:19","S26 17.770 E27 55.207"
6689788,,"5/16/2007 8:17","S26 17.766 E27 55.211"
5157258,669,"2/26/2007 3:09","S26 16.074 E27 54.199"
6695244,,"5/17/2007 9:22","S26 14.633 E28 05.425"
6700364,,"4/14/2007 3:45","S26 13.555 E27 56.065"
6703930,,"4/4/2007 5:23","S26 11.999 E27 57.795"
6705748,,"4/4/2007 4:35","S26 13.023 E27 58.474"
6724708,,"4/21/2007 6:11","S26 17.910 E27 53.882"
6731876,,"3/21/2007 3:30","S26 13.918 E27 56.520"
6760316,,"2/18/2007 4:31","S26 15.390 E27 53.643"
6784343,,"5/23/2007 9:26","S26 13.333 E27 53.594"
6830455,,"5/12/2007 2:58","S26 13.574 E27 53.394"
6832503,,"2/18/2007 2:58","S26 14.125 E27 57.223"
6861967,,"3/25/2007 4:42","S26 17.612 E27 52.294"
6867351,,"4/14/2007 3:09","S26 13.865 E27 56.524"
6895474,,"5/28/2007 8:15","S26 13.333 E27 53.594"
6896498,,"4/12/2007 6:54","S26 15.032 E27 53.569"
6905978,,"4/22/2007 1:09","S26 14.797 E27 56.180"
7481177,,"5/13/2007 2:46","S26 16.816 E27 57.669"
7490657,,"7/10/2007 7:16","S26 15.803 E27 56.461"
7517049,,"4/21/2007 3:43","S26 17.719 E27 54.724"
7520121,,"5/20/2007 2:48","S26 17.886 E27 54.559"
7580780,,"5/2/2007 7:53","S26 15.166 E27 57.141"
7583092,,"4/5/2007 3:32","S26 17.090 E27 55.739"
7592572,,"5/28/2007 6:32","S26 13.333 E27 53.594"
7600764,,"5/8/2007 5:35","S26 11.842 E27 51.435"
7604100,,"5/19/2007 1:52","S26 10.996 E27 58.211"
761,761,"6/15/2007 4:24","S26 14.834 E27 56.565"
7612292,,"4/21/2007 5:39","S26 17.590 E27 52.282"
7615628,,"5/23/2007 8:41","S26 13.333 E27 53.594"
7625708,,"5/12/2007 1:48","S26 13.574 E27 53.394"
7671167,,"4/22/2007 5:42","S26 13.257 E27 56.119"
7679359,,"3/25/2007 3:01","S26 17.791 E27 55.503"
7687815,,"5/7/2007 5:41","S26 13.295 E27 54.991"
7689863,,"4/22/2007 3:06","S26 12.028 E27 57.853"
7694223,,"4/18/2007 4:30","S26 14.299 E27 55.835"
770,770,"7/11/2007 7:22","S26 03.086 E28 03.757"
7700367,,"5/19/2007 1:34","S26 10.980 E27 58.002"
7702629,,"5/7/2007 5:20","S26 15.119 E27 55.934"
771,771,"7/12/2007 3:14","S26 11.542 E28 02.911"
7710871,,"5/19/2007 4:04","S26 13.100 E27 59.158"
7718303,,"6/7/2007 8:49","S26 12.168 E28 04.688"
7775890,,"4/21/2007 4:11","S26 17.733 E27 54.670"
7783322,,"5/18/2007 8:18","S26 14.520 E28 06.593"
7786394,,"4/4/2007 4:18","S26 11.916 E27 59.624"
7872474,,"2/23/2007 8:02","S26 14.439 E27 52.476"
7898549,,"2/25/2007 1:42","S26 12.931 E27 53.158"
7924941,,"2/25/2007 3:16","S26 12.394 E27 53.350"
7966957,,"3/22/2007 7:26","S26 13.948 E27 54.085"
7993032,,"4/22/2007 5:25","S26 12.447 E27 57.749"
7999176,,"7/14/2007 3:16","S26 15.799 E27 56.417"
8013016,,"4/21/2007 2:33","S26 17.924 E27 55.130"
803,803,"3/28/2007 5:51","S26 17.485 E27 54.433"
4887012,804,"3/28/2007 5:51","S26 17.485 E27 54.433"
805,805,"4/3/2007 4:24","S26 17.317 E28 02.723"
816,816,"7/11/2007 6:48","S26 01.874 E28 00.368"
818,818,"7/11/2007 6:56","S26 03.088 E28 03.758"
8201331,,"6/22/2007 5:20","S26 16.782 E27 52.502"
822,822,"7/5/2007 5:26","S26 02.051 E28 00.163"
8225358,,"5/13/2007 3:29","S26 12.389 E28 04.736"
8237910,,"2/9/2007 3:01","S26 12.821 E27 58.328"
8251750,,"7/11/2007 5:59","S26 01.874 E28 00.368"
831,831,"4/10/2007 3:41","S26 08.922 E28 00.969"
